exam,question_no,section,rights_status,asset_status,correction_status,scoring_status
110,292,practical,pending,unreviewed,none,scored
110,293,practical,pending,unreviewed,none,scored
110,294,practical,pending,unreviewed,none,scored
110,295,practical,pending,unreviewed,none,scored
110,296,practical,pending,unreviewed,none,scored
110,297,practical,pending,unreviewed,none,scored
110,298,practical,pending,unreviewed,none,scored
110,299,practical,pending,unreviewed,none,scored
110,300,practical,pending,unreviewed,none,scored
110,301,practical,pending,unreviewed,none,scored
110,302,practical,pending,unreviewed,none,scored
110,303,practical,pending,unreviewed,none,scored
110,304,practical,pending,unreviewed,none,scored
110,305,practical,pending,unreviewed,none,scored
110,306,practical,pending,unreviewed,none,scored
110,307,practical,pending,unreviewed,none,scored
110,308,practical,pending,unreviewed,none,scored
110,309,practical,pending,unreviewed,none,scored
110,310,practical,pending,unreviewed,none,scored
110,311,practical,pending,unreviewed,none,scored
110,312,practical,pending,unreviewed,none,scored
110,313,practical,pending,unreviewed,none,scored
110,314,practical,pending,unreviewed,none,scored
110,315,practical,pending,unreviewed,none,scored
110,316,practical,pending,unreviewed,none,scored
110,317,practical,pending,unreviewed,none,scored
110,318,practical,pending,unreviewed,none,scored
110,319,practical,pending,unreviewed,none,scored
110,320,practical,pending,unreviewed,none,scored
110,321,practical,pending,unreviewed,none,scored
110,322,practical,pending,unreviewed,none,scored
110,323,practical,pending,unreviewed,none,scored
110,324,practical,pending,unreviewed,none,scored
110,325,practical,pending,unreviewed,none,scored
110,326,practical,pending,unreviewed,none,scored
110,327,practical,pending,unreviewed,none,scored
110,328,practical,pending,unreviewed,none,scored
110,329,practical,pending,unreviewed,none,scored
110,330,practical,pending,unreviewed,none,scored
110,331,practical,pending,unreviewed,none,scored
110,332,practical,pending,unreviewed,none,scored
110,333,practical,pending,unreviewed,none,scored
110,334,practical,pending,unreviewed,none,scored
110,335,practical,pending,unreviewed,none,scored
110,336,practical,pending,unreviewed,none,scored
110,337,practical,pending,unreviewed,none,scored
110,338,practical,pending,unreviewed,none,scored
110,339,practical,pending,unreviewed,none,scored
110,340,practical,pending,unreviewed,none,scored
110,341,practical,pending,unreviewed,none,scored
110,342,practical,pending,unreviewed,none,scored
110,343,practical,pending,unreviewed,none,scored
110,344,practical,pending,unreviewed,none,scored
110,345,practical,pending,unreviewed,none,scored
109,1,mandatory,cleared_text_only_candidate,none_detected_initial_review,none,scored
109,2,mandatory,cleared_text_only_candidate,none_detected_initial_review,none,scored
109,3,mandatory,cleared_text_only_candidate,none_detected_initial_review,none,scored
109,4,mandatory,pending,unreviewed,none,scored
109,5,mandatory,cleared_text_only_candidate,none_detected_initial_review,none,scored
109,6,mandatory,pending,unreviewed,none,scored
109,7,mandatory,pending,unreviewed,none,scored
109,8,mandatory,pending,unreviewed,none,scored
109,9,mandatory,pending,unreviewed,none,scored
109,10,mandatory,cleared_text_only_candidate,none_detected_initial_review,none,scored
109,11,mandatory,cleared_text_only_candidate,none_detected_initial_review,none,scored
109,12,mandatory,cleared_text_only_candidate,none_detected_initial_review,none,scored
109,13,mandatory,cleared_text_only_candidate,none_detected_initial_review,none,scored
109,14,mandatory,pending,unreviewed,none,scored
109,15,mandatory,pending,unreviewed,none,scored
109,16,mandatory,pending,unreviewed,none,scored
109,17,mandatory,pending,unreviewed,none,scored
109,18,mandatory,pending,unreviewed,none,scored
109,19,mandatory,pending,unreviewed,none,scored
109,20,mandatory,pending,unreviewed,none,scored
109,21,mandatory,pending,unreviewed,none,scored
109,22,mandatory,pending,unreviewed,none,scored
109,23,mandatory,pending,unreviewed,none,scored
109,24,mandatory,pending,unreviewed,none,scored
109,25,mandatory,pending,unreviewed,none,scored
109,26,mandatory,pending,unreviewed,none,scored
109,27,mandatory,pending,unreviewed,none,scored
109,28,mandatory,pending,unreviewed,none,scored
109,29,mandatory,pending,unreviewed,none,scored
109,30,mandatory,pending,unreviewed,none,scored
109,31,mandatory,pending,unreviewed,none,scored
109,32,mandatory,pending,unreviewed,none,scored
109,33,mandatory,pending,unreviewed,none,scored
109,34,mandatory,pending,unreviewed,none,scored
109,35,mandatory,pending,unreviewed,none,scored
109,36,mandatory,pending,unreviewed,none,scored
109,37,mandatory,pending,unreviewed,none,scored
109,38,mandatory,pending,unreviewed,none,scored
109,39,mandatory,pending,unreviewed,none,scored
109,40,mandatory,pending,unreviewed,none,scored
109,41,mandatory,pending,unreviewed,none,scored
109,42,mandatory,pending,unreviewed,none,scored
109,43,mandatory,pending,unreviewed,none,scored
109,44,mandatory,pending,unreviewed,none,scored
109,45,mandatory,pending,unreviewed,none,scored
109,46,mandatory,pending,unreviewed,none,scored
109,47,mandatory,pending,unreviewed,none,scored
109,48,mandatory,pending,unreviewed,none,scored
109,49,mandatory,pending,unreviewed,none,scored
109,50,mandatory,pending,unreviewed,none,scored
109,51,mandatory,pending,unreviewed,none,scored
109,52,mandatory,pending,unreviewed,none,scored
109,53,mandatory,pending,unreviewed,none,scored
109,54,mandatory,pending,unreviewed,none,scored
109,55,mandatory,pending,unreviewed,none,scored
109,56,mandatory,pending,unreviewed,none,scored
109,57,mandatory,pending,unreviewed,none,scored
109,58,mandatory,pending,unreviewed,none,scored
109,59,mandatory,pending,unreviewed,none,scored
109,60,mandatory,pending,unreviewed,none,scored
109,61,mandatory,pending,unreviewed,none,scored
109,62,mandatory,pending,unreviewed,none,scored
109,63,mandatory,pending,unreviewed,none,scored
109,64,mandatory,pending,unreviewed,none,scored
109,65,mandatory,pending,unreviewed,none,scored
109,66,mandatory,pending,unreviewed,none,scored
109,67,mandatory,pending,unreviewed,none,scored
109,68,mandatory,pending,unreviewed,none,scored
109,69,mandatory,pending,unreviewed,none,scored
109,70,mandatory,pending,unreviewed,none,scored
109,71,mandatory,pending,unreviewed,none,scored
109,72,mandatory,pending,unreviewed,none,scored
109,73,mandatory,pending,unreviewed,none,scored
109,74,mandatory,pending,unreviewed,none,scored
109,75,mandatory,pending,unreviewed,none,scored
109,76,mandatory,pending,unreviewed,none,scored
109,77,mandatory,pending,unreviewed,none,scored
109,78,mandatory,pending,unreviewed,none,scored
109,79,mandatory,pending,unreviewed,none,scored
109,80,mandatory,pending,unreviewed,none,scored
109,81,mandatory,pending,unreviewed,none,scored
109,82,mandatory,pending,unreviewed,none,scored
109,83,mandatory,pending,unreviewed,none,scored
109,84,mandatory,pending,unreviewed,none,scored
109,85,mandatory,pending,unreviewed,none,scored
109,86,mandatory,pending,unreviewed,none,scored
109,87,mandatory,pending,unreviewed,none,scored
109,88,mandatory,pending,unreviewed,none,scored
109,89,mandatory,pending,unreviewed,none,scored
109,90,mandatory,pending,unreviewed,none,scored
109,91,theory,pending,unreviewed,none,scored
109,92,theory,pending,unreviewed,none,scored
109,93,theory,pending,unreviewed,none,scored
109,94,theory,pending,unreviewed,none,scored
109,95,theory,pending,unreviewed,none,scored
109,96,theory,pending,unreviewed,none,scored
109,97,theory,pending,unreviewed,none,scored
109,98,theory,pending,unreviewed,none,scored
109,99,theory,pending,unreviewed,none,scored
109,100,theory,pending,unreviewed,none,scored
109,101,theory,pending,unreviewed,none,scored
109,102,theory,pending,unreviewed,none,scored
109,103,theory,pending,unreviewed,none,scored
109,104,theory,pending,unreviewed,none,scored
109,105,theory,pending,unreviewed,none,scored
109,106,theory,pending,unreviewed,none,scored
109,107,theory,pending,unreviewed,none,scored
109,108,theory,pending,unreviewed,none,scored
109,109,theory,pending,unreviewed,none,scored
109,110,theory,pending,unreviewed,none,scored
109,111,theory,pending,unreviewed,none,excluded
109,112,theory,pending,unreviewed,none,scored
109,113,theory,pending,unreviewed,none,scored
109,114,theory,pending,unreviewed,none,scored
109,115,theory,pending,unreviewed,none,scored
109,116,theory,pending,unreviewed,none,scored
109,117,theory,pending,unreviewed,none,scored
109,118,theory,pending,unreviewed,none,scored
109,119,theory,pending,unreviewed,none,scored
109,120,theory,pending,unreviewed,none,scored
109,121,theory,pending,unreviewed,none,scored
109,122,theory,pending,unreviewed,none,scored
109,123,theory,pending,unreviewed,none,scored
109,124,theory,pending,unreviewed,none,scored
109,125,theory,pending,unreviewed,none,scored
109,126,theory,pending,unreviewed,none,scored
109,127,theory,pending,unreviewed,none,scored
109,128,theory,pending,unreviewed,none,scored
109,129,theory,pending,unreviewed,none,scored
109,130,theory,pending,unreviewed,none,scored
109,131,theory,pending,unreviewed,none,scored
109,132,theory,pending,unreviewed,none,scored
109,133,theory,pending,unreviewed,none,scored
109,134,theory,pending,unreviewed,none,scored
109,135,theory,pending,unreviewed,none,scored
109,136,theory,pending,unreviewed,none,scored
109,137,theory,pending,unreviewed,none,scored
109,138,theory,pending,unreviewed,none,scored
109,139,theory,pending,unreviewed,none,scored
109,140,theory,pending,unreviewed,none,scored
109,141,theory,pending,unreviewed,none,scored
109,142,theory,pending,unreviewed,none,scored
109,143,theory,pending,unreviewed,none,scored
109,144,theory,pending,unreviewed,none,scored
109,145,theory,pending,unreviewed,none,scored
109,146,theory,pending,unreviewed,none,scored
109,147,theory,pending,unreviewed,none,scored
109,148,theory,pending,unreviewed,none,scored
109,149,theory,pending,unreviewed,none,scored
109,150,theory,pending,unreviewed,none,scored
109,151,theory,pending,unreviewed,none,scored
109,152,theory,pending,unreviewed,none,scored
109,153,theory,pending,unreviewed,none,scored
109,154,theory,pending,unreviewed,none,scored
109,155,theory,pending,unreviewed,none,scored
109,156,theory,pending,unreviewed,none,scored
109,157,theory,pending,unreviewed,none,scored
109,158,theory,pending,unreviewed,none,scored
109,159,theory,pending,unreviewed,none,scored
109,160,theory,pending,unreviewed,none,scored
109,161,theory,pending,unreviewed,none,scored
109,162,theory,pending,unreviewed,none,scored
109,163,theory,pending,unreviewed,none,scored
109,164,theory,pending,unreviewed,none,scored
109,165,theory,pending,unreviewed,none,scored
109,166,theory,pending,unreviewed,none,scored
109,167,theory,pending,unreviewed,none,scored
109,168,theory,pending,unreviewed,none,scored
109,169,theory,pending,unreviewed,none,scored
109,170,theory,pending,unreviewed,none,scored
109,171,theory,pending,unreviewed,none,scored
109,172,theory,pending,unreviewed,none,scored
109,173,theory,pending,unreviewed,none,scored
109,174,theory,pending,unreviewed,none,scored
109,175,theory,pending,unreviewed,none,scored
109,176,theory,pending,unreviewed,none,scored
109,177,theory,pending,unreviewed,none,scored
109,178,theory,pending,unreviewed,none,scored
109,179,theory,pending,unreviewed,none,scored
109,180,theory,pending,unreviewed,none,scored
109,181,theory,pending,unreviewed,none,scored
109,182,theory,pending,unreviewed,none,scored
109,183,theory,pending,unreviewed,none,scored
109,184,theory,pending,unreviewed,none,scored
109,185,theory,pending,unreviewed,none,scored
109,186,theory,pending,unreviewed,none,scored
109,187,theory,pending,unreviewed,none,scored
109,188,theory,pending,unreviewed,none,scored
109,189,theory,pending,unreviewed,none,scored
109,190,theory,pending,unreviewed,none,scored
109,191,theory,pending,unreviewed,none,scored
109,192,theory,pending,unreviewed,none,scored
109,193,theory,pending,unreviewed,none,scored
109,194,theory,pending,unreviewed,none,scored
109,195,theory,pending,unreviewed,none,scored
109,196,practical,pending,unreviewed,none,scored
109,197,practical,pending,unreviewed,none,scored
109,198,practical,pending,unreviewed,none,scored
109,199,practical,pending,unreviewed,none,scored
109,200,practical,pending,unreviewed,none,scored
109,201,practical,pending,unreviewed,none,scored
109,202,practical,pending,unreviewed,none,scored
109,203,practical,pending,unreviewed,none,scored
109,204,practical,pending,unreviewed,none,scored
109,205,practical,pending,unreviewed,none,scored
109,206,practical,pending,unreviewed,none,scored
109,207,practical,pending,unreviewed,none,scored
109,208,practical,pending,unreviewed,none,scored
109,209,practical,pending,unreviewed,none,scored
109,210,practical,pending,unreviewed,none,scored
109,211,practical,pending,unreviewed,none,scored
109,212,practical,pending,unreviewed,none,scored
109,213,practical,pending,unreviewed,none,scored
109,214,practical,pending,unreviewed,none,scored
109,215,practical,pending,unreviewed,none,scored
109,216,practical,pending,unreviewed,none,scored
109,217,practical,pending,unreviewed,none,scored
109,218,practical,pending,unreviewed,none,scored
109,219,practical,pending,unreviewed,none,scored
109,220,practical,pending,unreviewed,none,scored
109,221,practical,pending,unreviewed,none,scored
109,222,practical,pending,unreviewed,none,scored
109,223,practical,pending,unreviewed,none,scored
109,224,practical,pending,unreviewed,none,scored
109,225,practical,pending,unreviewed,none,scored
109,226,practical,pending,unreviewed,none,scored
109,227,practical,pending,unreviewed,none,scored
109,228,practical,pending,unreviewed,none,scored
109,229,practical,pending,unreviewed,none,scored
109,230,practical,pending,unreviewed,none,scored
109,231,practical,pending,unreviewed,none,scored
109,232,practical,pending,unreviewed,none,scored
109,233,practical,pending,unreviewed,none,scored
109,234,practical,pending,unreviewed,none,scored
109,235,practical,pending,unreviewed,none,scored
109,236,practical,pending,unreviewed,none,scored
109,237,practical,pending,unreviewed,none,scored
109,238,practical,pending,unreviewed,none,scored
109,239,practical,pending,unreviewed,none,scored
109,240,practical,pending,unreviewed,none,scored
109,241,practical,pending,unreviewed,none,scored
109,242,practical,pending,unreviewed,none,scored
109,243,practical,pending,unreviewed,none,scored
109,244,practical,pending,unreviewed,none,scored
109,245,practical,pending,unreviewed,none,scored
109,246,practical,pending,unreviewed,none,scored
109,247,practical,pending,unreviewed,none,scored
109,248,practical,pending,unreviewed,none,scored
109,249,practical,pending,unreviewed,none,scored
109,250,practical,pending,unreviewed,none,scored
109,251,practical,pending,unreviewed,none,scored
109,252,practical,pending,unreviewed,none,scored
109,253,practical,pending,unreviewed,none,scored
109,254,practical,pending,unreviewed,none,scored
109,255,practical,pending,unreviewed,none,scored
109,256,practical,pending,unreviewed,none,scored
109,257,practical,pending,unreviewed,none,scored
109,258,practical,pending,unreviewed,none,scored
109,259,practical,pending,unreviewed,none,scored
109,260,practical,pending,unreviewed,none,scored
109,261,practical,pending,unreviewed,none,scored
109,262,practical,pending,unreviewed,none,scored
109,263,practical,pending,unreviewed,none,scored
109,264,practical,pending,unreviewed,none,scored
109,265,practical,pending,unreviewed,none,scored
109,266,practical,pending,unreviewed,none,scored
109,267,practical,pending,unreviewed,none,scored
109,268,practical,pending,unreviewed,none,scored
109,269,practical,pending,unreviewed,none,scored
109,270,practical,pending,unreviewed,none,scored
109,271,practical,pending,unreviewed,none,scored
109,272,practical,pending,unreviewed,none,scored
109,273,practical,pending,unreviewed,none,scored
109,274,practical,pending,unreviewed,none,scored
109,275,practical,pending,unreviewed,none,scored
109,276,practical,pending,unreviewed,none,scored
109,277,practical,pending,unreviewed,none,scored
109,278,practical,pending,unreviewed,none,scored
109,279,practical,pending,unreviewed,none,scored
109,280,practical,pending,unreviewed,none,scored
109,281,practical,pending,unreviewed,none,scored
109,282,practical,pending,unreviewed,none,scored
109,283,practical,pending,unreviewed,none,scored
109,284,practical,pending,unreviewed,none,scored
109,285,practical,pending,unreviewed,none,scored
109,286,practical,pending,unreviewed,none,scored
109,287,practical,pending,unreviewed,none,scored
109,288,practical,pending,unreviewed,none,scored
109,289,practical,pending,unreviewed,none,scored
109,290,practical,pending,unreviewed,none,scored
109,291,practical,pending,unreviewed,none,scored
109,292,practical,pending,unreviewed,none,scored
109,293,practical,pending,unreviewed,none,scored
109,294,practical,pending,unreviewed,none,scored
109,295,practical,pending,unreviewed,none,scored
109,296,practical,pending,unreviewed,none,scored
109,297,practical,pending,unreviewed,none,scored
109,298,practical,pending,unreviewed,none,scored
109,299,practical,pending,unreviewed,none,scored
109,300,practical,pending,unreviewed,none,scored
109,301,practical,pending,unreviewed,none,scored
109,302,practical,pending,unreviewed,none,scored
109,303,practical,pending,unreviewed,none,scored
109,304,practical,pending,unreviewed,none,scored
109,305,practical,pending,unreviewed,none,scored
109,306,practical,pending,unreviewed,none,scored
109,307,practical,pending,unreviewed,none,scored
109,308,practical,pending,unreviewed,none,scored
109,309,practical,pending,unreviewed,none,scored
109,310,practical,pending,unreviewed,none,scored
109,311,practical,pending,unreviewed,none,scored
109,312,practical,pending,unreviewed,none,scored
109,313,practical,pending,unreviewed,none,scored
109,314,practical,pending,unreviewed,none,scored
109,315,practical,pending,unreviewed,none,scored
109,316,practical,pending,unreviewed,none,scored
109,317,practical,pending,unreviewed,none,scored
109,318,practical,pending,unreviewed,none,scored
109,319,practical,pending,unreviewed,none,scored
109,320,practical,pending,unreviewed,none,scored
109,321,practical,pending,unreviewed,none,scored
109,322,practical,pending,unreviewed,none,scored
109,323,practical,pending,unreviewed,none,scored
109,324,practical,pending,unreviewed,none,scored
109,325,practical,pending,unreviewed,none,scored
109,326,practical,pending,unreviewed,none,scored
109,327,practical,pending,unreviewed,none,scored
109,328,practical,pending,unreviewed,none,scored
109,329,practical,pending,unreviewed,none,scored
109,330,practical,pending,unreviewed,graph-axis-unit,scored
109,331,practical,pending,unreviewed,none,scored
109,332,practical,pending,unreviewed,none,scored
109,333,practical,pending,unreviewed,none,scored
109,334,practical,pending,unreviewed,none,scored
109,335,practical,pending,unreviewed,none,scored
109,336,practical,pending,unreviewed,none,scored
109,337,practical,pending,unreviewed,none,scored
109,338,practical,pending,unreviewed,none,scored
109,339,practical,pending,unreviewed,none,scored
109,340,practical,pending,unreviewed,none,scored
109,341,practical,pending,unreviewed,none,scored
109,342,practical,pending,unreviewed,none,scored
109,343,practical,pending,unreviewed,none,scored
109,344,practical,pending,unreviewed,none,scored
109,345,practical,pending,unreviewed,none,scored
