id,round,question_no,subject,conceptKey,stem,correct,id_unique,stem_unique,concept_unique,choice_set_unique,choices_internal_unique,semantic_independence,padding_status,law_status,law_as_of,future_law_watch,official_topic_source,audit_source,audit_date,original_expression,final_status
2025-10-Q24,2025-10,24,関係法令,stress_report_annual_50,ストレスチェック等の実施状況を監督署へ報告する義務がある事業場の基本基準はどれか。,常時50人以上で、1年以内ごとに1回,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,2028-04-01: 50人未満事業場へのストレスチェック義務拡大。施行時に設問・解説再監査。,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://anzeninfo.mhlw.go.jp/yougo/yougo95_1.html,2026-08-08,PASS,PASS
2025-10-Q25,2025-10,25,関係法令,office_air_volume,事務室の気積は、設備等を除き労働者1人当たり原則どれだけ以上必要か。,10m³以上,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74089000&dataType=0&pageNo=1,2026-08-08,PASS,PASS
2025-10-Q26,2025-10,26,関係法令,monitoring_permission,監視または断続的労働について労働時間・休憩・休日規定の適用除外を受けるため必要なのはどれか。,行政官庁の許可,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74001000&dataType=0,2026-08-08,PASS,PASS
2025-10-Q27,2025-10,27,関係法令,paid_4days_3half,週4日・週24時間勤務、勤続3年6か月、出勤率8割以上の労働者に新たに付与する年休は何日か。,10日,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.mhlw.go.jp/seisakunitsuite/bunya/koyou_roudou/roudouseisaku/chushoukigyou/joken_kankyou_rule.html,2026-08-08,PASS,PASS
2025-10-Q28,2025-10,28,労働衛生,mental_primary_prevention,メンタルヘルス対策の一次予防に当たるものはどれか。,ストレス要因の低減やセルフケア教育で不調発生を予防する,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q29,2025-10,29,労働衛生,thp_not_replacement,THPと法定健康診断の関係として正しいものはどれか。,THPを実施しても法定健康診断が当然に不要になるわけではない,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://kokoro.mhlw.go.jp/glossaries/word-1510/,2026-08-08,PASS,PASS
2025-10-Q30,2025-10,30,労働衛生,histamine_heat_stable,ヒスタミン食中毒について正しいものはどれか。,一度生成されたヒスタミンは通常の加熱で分解されにくい,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q31,2025-10,31,労働衛生,exercise_ecg,虚血性心疾患の評価に用いられることがある検査はどれか。,運動負荷心電図,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q32,2025-10,32,労働衛生,open_fracture,開放骨折の説明として正しいものはどれか。,骨折部が創を通じて外界と交通している,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q33,2025-10,33,労働衛生,prevalence,有病率の説明として正しいものはどれか。,ある時点・期間に疾病を有する人の割合,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q34,2025-10,34,労働衛生,bmi_formula,BMIの計算式はどれか。,体重(kg)÷身長(m)²,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q35,2025-10,35,労働生理,glomerular_filtration,血液から原尿が作られる最初の濾過部位はどれか。,糸球体,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q36,2025-10,36,労働生理,pulmonary_circulation,肺循環の流れとして正しいものはどれか。,右心室→肺動脈→肺→肺静脈→左心房,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q37,2025-10,37,労働生理,insulin_pancreas_glucose_lowering,ホルモン・内分泌器官・主な働きの組合せとして正しいものはどれか。,インスリン―膵臓―血糖量を減少させる方向に働く,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q38,2025-10,38,労働生理,protein_enzymes,蛋白質の消化に関与する酵素の組合せはどれか。,ペプシンとトリプシン,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q39,2025-10,39,労働生理,nutrients_absorbed_without_enzymatic_digestion,消化・吸収について正しいものはどれか。,無機塩やビタミンは、消化酵素による分解を受けずに吸収される,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q40,2025-10,40,労働生理,abo_antigen,ABO式血液型を決める主な抗原がある場所はどれか。,赤血球表面,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q41,2025-10,41,労働生理,cortex_gray,大脳皮質の構成として正しいものはどれか。,神経細胞体が多い灰白質が外側にある,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q42,2025-10,42,労働生理,aerobic_metabolism,骨格筋で酸素が十分あるときのエネルギー代謝として正しいものはどれか。,糖質や脂質が主に二酸化炭素と水まで酸化されATP産生に使われる,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q43,2025-10,43,労働生理,thyroid_metabolism,甲状腺ホルモンの代表的作用はどれか。,基礎代謝を高める,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q44,2025-10,44,労働生理,stress_catecholamines,ストレス反応に深く関与するカテコールアミンの組合せとして適切なのはどれか。,アドレナリンとノルアドレナリン,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-04-Q01,2025-04,1,関係法令,mfg600_hygiene_manager_count,常時600人を使用する製造業の事業場で必要な衛生管理者の最低人数は何人か。,3人,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74003000&dataType=0,2026-08-08,PASS,PASS
2025-04-Q02,2025-04,2,関係法令,sulfuric_specific_equipment_2y,硫酸を取り扱う特定化学設備の定期自主検査について正しいものはどれか。,1年以内ではなく、原則2年以内ごとに1回,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74097000&dataType=0,2026-08-08,PASS,PASS
2025-04-Q03,2025-04,3,関係法令,co_mask_standard,法令上、厚生労働大臣が定める規格を満たす必要があるものはどれか。,一酸化炭素用防毒マスク,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://anzeninfo.mhlw.go.jp/yougo/yougo88_1.html,2026-08-08,PASS,PASS
2025-04-Q04,2025-04,4,関係法令,asbestos_supervisor_skill,石綿作業主任者の選任資格として正しいものはどれか。,石綿作業主任者技能講習を修了した者,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://anzeninfo.mhlw.go.jp/yougo/yougo34_1.html,2026-08-08,PASS,PASS
2025-04-Q05,2025-04,5,関係法令,hot_humid_rest_outside,著しく暑熱または多湿の作業場で原則必要な休憩設備はどれか。,作業場外に休憩設備を設ける,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74003000&dataType=0,2026-08-08,PASS,PASS
2025-04-Q06,2025-04,6,関係法令,special_management_long_records,特別管理物質に常時従事した労働者の作業記録等について重要な管理はどれか。,長期保存し、事業廃止時には法定の対象記録を監督署へ提出する,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74097000&dataType=0,2026-08-08,PASS,PASS
2025-04-Q07,2025-04,7,関係法令,label_sds_risk_assessment,リスクアセスメント対象物を新たに採用・変更するとき、事業者が行うべき基本対応はどれか。,危険性・有害性を特定してリスクアセスメントを行う,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.mhlw.go.jp/stf/newpage_11389.html,2026-08-08,PASS,PASS
2025-04-Q08,2025-04,8,関係法令,oxygen_no_pure_oxygen_ventilation,酸素欠乏危険場所の換気方法として禁止されるものはどれか。,純酸素を用いて換気する,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74105000&dataType=0&pageNo=1,2026-08-08,PASS,PASS
2025-04-Q09,2025-04,9,関係法令,cement_dust_measurement,セメントを袋詰めする屋内作業場で法令上行う作業環境測定の中心項目はどれか。,空気中の粉じん濃度,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74003000&dataType=0,2026-08-08,PASS,PASS
2025-04-Q10,2025-04,10,関係法令,vibration_overtime_cap,1日の時間外労働の延長が2時間以内に制限される業務はどれか。,削岩機などで身体に著しい振動を与える業務,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74001000&dataType=0,2026-08-08,PASS,PASS
2025-04-Q11,2025-04,11,労働衛生,management_concentration_role,管理濃度の説明として正しいものはどれか。,作業環境の管理区分を判断するための指標で、個人ばく露限界そのものではない,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q12,2025-04,12,労働衛生,so2_gas,25℃・1気圧で「ガス」として扱う物質はどれか。,二酸化硫黄,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q13,2025-04,13,労働衛生,methanol_optic,メタノール中毒で特に注意する障害はどれか。,視神経障害・視力障害,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q14,2025-04,14,労働衛生,stochastic_vs_tissue,放射線の確率的影響の特徴として適切なのはどれか。,線量が増えると主に発生確率が増えると考える,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q15,2025-04,15,労働衛生,cadmium_kidney,カドミウムへの慢性ばく露で特に注意する臓器障害はどれか。,腎障害,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q16,2025-04,16,労働衛生,heat_cramp_salt,高温作業で大量発汗後に筋けいれんが起きた。関連が深いのはどれか。,ナトリウムなど電解質の不足,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q17,2025-04,17,労働衛生,cyanide_cellular_respiration,シアン化物の主要な毒性機序はどれか。,細胞内の酸素利用を妨げる,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q18,2025-04,18,労働衛生,B_measurement_peak,作業環境測定のB測定の目的として適切なのはどれか。,有害物質の高濃度ばく露が予想される場所・時間の濃度を把握する,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q19,2025-04,19,労働衛生,direct_vs_isolated_gasmask,防毒マスクの直結式と隔離式について適切な説明はどれか。,一般に隔離式の方が直結式より高濃度側の使用範囲をもつ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://anzeninfo.mhlw.go.jp/yougo/yougo88_1.html,2026-08-08,PASS,PASS
2025-04-Q20,2025-04,20,労働衛生,biological_monitoring_internal,生物学的モニタリングの主な目的はどれか。,体内に取り込まれた有害物質・代謝物等から内部ばく露を把握する,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q21,2025-04,21,関係法令,security300_no_general_manager,常時300人の警備業の事業場について、総括安全衛生管理者の選任義務はどうなるか。,この人数だけでは選任義務は生じない,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://anzeninfo.mhlw.go.jp/yougo/yougo35_1.html,2026-08-08,PASS,PASS
2025-04-Q22,2025-04,22,関係法令,hygiene_manager_not_command_promoter,衛生管理者が管理すべき業務として法令に定められていないものはどれか。,衛生推進者を指揮すること,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74003000&dataType=0,2026-08-08,PASS,PASS
2025-04-Q23,2025-04,23,関係法令,committee_chair_can_general_manager,衛生委員会の議長について正しいものはどれか。,総括安全衛生管理者である委員が議長となることができる,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://anzeninfo.mhlw.go.jp/yougo/yougo44_1.html,2026-08-08,PASS,PASS
2025-04-Q24,2025-04,24,関係法令,stress_result_consent,ストレスチェックの個人結果を事業者へ提供する原則はどれか。,結果通知後に本人の同意が必要,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://anzeninfo.mhlw.go.jp/yougo/yougo95_1.html,2026-08-08,PASS,PASS
2025-04-Q25,2025-04,25,関係法令,kitchen_no_dirty_shoes,事業場附属の炊事場の衛生管理として適切なのはどれか。,土足のまま立ち入らせず、汚染を持ち込まない,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74003000&dataType=0,2026-08-08,PASS,PASS
2025-04-Q26,2025-04,26,関係法令,maternity_light_work,妊娠中の女性が請求した場合の使用者の対応はどれか。,他の軽易な業務へ転換する,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.bosei-navi.mhlw.go.jp/gimu/taiou.html,2026-08-08,PASS,PASS
2025-04-Q27,2025-04,27,関係法令,paid_30h_4days_3half,週4日勤務でも週所定労働時間30時間、勤続3年6か月、出勤率8割以上なら新たな年休は何日か。,14日,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.mhlw.go.jp/seisakunitsuite/bunya/koyou_roudou/roudouseisaku/chushoukigyou/joken_kankyou_rule.html,2026-08-08,PASS,PASS
2025-04-Q28,2025-04,28,労働衛生,display_distance,情報機器作業でディスプレイとの視距離の目安として適切なのはどれか。,おおむね40cm以上を確保し、画面上端を眼の高さと同程度かやや下にする,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q29,2025-04,29,労働衛生,incidence,一定期間に新たに疾病を発症した人の頻度を示す指標はどれか。,罹患率（発生率）,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q30,2025-04,30,労働衛生,thp_health_data_use,THPの健康測定で法定健康診断結果を活用することについて適切なのはどれか。,目的に応じて活用できる,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://kokoro.mhlw.go.jp/glossaries/word-1510/,2026-08-08,PASS,PASS
2025-04-Q31,2025-04,31,労働衛生,thrombosis_embolism,脳血栓症と脳塞栓症の違いとして適切なのはどれか。,血栓症はその場で血栓形成、塞栓症は他部位から流れた塞栓子が閉塞する,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q32,2025-04,32,労働衛生,secondhand_smoke_category2,一般の事務所や工場の受動喫煙対策上の原則はどれか。,第二種施設として原則屋内禁煙,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=00tc3934&dataType=1&pageNo=1,2026-08-08,PASS,PASS
2025-04-Q33,2025-04,33,労働衛生,bmi_175_80,身長1.75m、体重80kgのBMIとして最も近いものはどれか。,26.1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q34,2025-04,34,労働衛生,histamine_prevention,ヒスタミン食中毒の予防で重要なのはどれか。,魚などを低温管理し、ヒスタミンを生成させない,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q35,2025-04,35,労働生理,abo_red_cell,ABO式血液型について正しいものはどれか。,A型の血清には抗B抗体があり、分類の主な抗原は赤血球表面にある,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q36,2025-04,36,労働生理,heart_intrinsic_pacemaker,心臓が規則的に拍動するための刺激が通常最初に生じる部位はどれか。,洞房結節,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q37,2025-04,37,労働生理,resting_tidal_volume,成人安静時の1回換気量の目安はどれか。,約500mL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q38,2025-04,38,労働生理,pepsin_stomach,蛋白質の消化を始めるペプシンが主に働く場所はどこか。,胃,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q39,2025-04,39,労働生理,thermoregulation_cold,寒冷環境で熱放散を減らす生理反応はどれか。,皮膚血管の収縮,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q40,2025-04,40,労働生理,bun_high,腎機能低下で一般に上昇することがある血液検査値はどれか。,尿素窒素（BUN）,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q41,2025-04,41,労働生理,muscle_atp,筋収縮の直接のエネルギー源はどれか。,ATPの加水分解,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q42,2025-04,42,労働生理,presbyopia,老視で起こる変化として適切なのはどれか。,水晶体の調節力が低下し近点が遠くなる,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q43,2025-04,43,労働生理,stress_response,典型的なストレス反応として適切なのはどれか。,副腎皮質ホルモン分泌が増加することがある,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
2025-04-Q44,2025-04,44,労働生理,melatonin_source,メラトニンの分泌器官として正しいものはどれか。,松果体,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,2026-08-08,PASS,PASS
